Sort,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
0.440420768,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,Five,15.4425,324.2925,03-08-2019,13:21,Cash,308.85,4.761904762,15.4425,6.7
0.793324835,784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,,4.208,88.368,1/13/2019,13:58,Cash,84.16,4.761904762,4.208,7.6
0.730347165,197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,01-12-2019,18:22,Ewallet,732.48,4.761904762,36.624,6
0.570650058,604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8
0.199918997,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,03-12-2019,11:01,Ewallet,285.11,4.761904762,14.2555,5.4
0.413086826,716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,3/19/2019,18:19,Cash,212.45,4.761904762,10.6225,8
0.903780527,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,Five,12.6975,266.6475,2/19/2019,14:53,,253.95,4.761904762,12.6975,5.3
0.270251399,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,2/14/2019,11:36,Credit card,420.56,4.761904762,21.028,4.5
0.884419224,847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,19:56,Ewallet,290.04,4.761904762,14.502,6.4
0.314238373,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,03-04-2019,12:44,Cash,1486.3,4.761904762,24.315,8.8
0.900290658,699-14-3026,C,Naypyitaw,,Male,Electronic accessories,85.39,7,29.8865,627.6165,3/25/2019,18:30,Ewallet,597.73,4.761904762,29.8865,4.1
0.864054017,219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,83.08,4.761904762,4.154,6.4
0.346072315,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2/23/2019,20:43,,71.88,4.761904762,3.594,6.4
0.130422664,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,,9.982,209.622,01-02-2019,18:09,Credit card,199.64,4.761904762,9.982,6.7
0.826694856,124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,01-08-2019,14:30,,238.77,4.761904762,11.9385,6.6
0.214683952,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,03-06-2019,11:55,Credit card,99.84,4.761904762,4.992,7
0.905128635,272-65-1806,A,Yangon,Normal,Female,Electronic accessories,,9,27.396,575.316,1/15/2019,17:17,Ewallet,547.92,4.761904762,27.396,4.7
0.211801149,660-29-7083,C,Naypyitaw,,Male,Electronic accessories,55.87,10,27.935,586.635,1/15/2019,15:01,Cash,558.7,4.761904762,27.935,5.8
0.303814122,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,03-01-2019,19:49,,569.17,4.761904762,28.4585,6.3
0.740572025,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,02-04-2019,20:43,Credit card,67.77,4.761904762,3.3885,6.5
0.605042092,336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,3/13/2019,19:52,Credit card,511.28,4.761904762,25.564,4.6
0.200065069,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40,,79.44,4.761904762,3.972,4.7
0.596740075,608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,Six,15.867,333.207,1/19/2019,17:34,Credit card,317.34,4.761904762,15.867,9.8
0.433122469,658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,1/14/2019,15:42,Ewallet,372.33,4.761904762,18.6165,5
0.185470503,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2/19/2019,10:12,Ewallet,196.96,4.761904762,9.848,9.2
0.068916741,105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,02-01-2019,15:10,Credit card,486.64,4.761904762,24.332,8.5
0.786681557,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,379.96,4.761904762,18.998,9.3
0.726393553,139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2/13/2019,10:50,Credit card,157.57,4.761904762,7.8785,4.8
0.220761111,115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.512,3/30/2019,12:51,Credit card,81.44,4.761904762,4.072,9.5
0.72621673,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2/19/2019,15:14,Ewallet,698.67,4.761904762,34.9335,7.2
0.384979133,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,Six,23.514,493.794,01-10-2019,14:16,,470.28,4.761904762,23.514,5.8
0.20276956,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,03-11-2019,12:55,Ewallet,507.36,4.761904762,25.368,7.4
0.358343687,423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,Six,28.017,588.357,3/27/2019,19:18,Ewallet,560.34,4.761904762,28.017,10
0.999336129,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,02-10-2019,13:51,Ewallet,258.37,4.761904762,12.9185,6.7
0.309359776,756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,Five,5.095,,1/22/2019,18:56,Cash,101.9,4.761904762,5.095,6
0.183757075,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,Six,4.107,86.247,2/13/2019,13:59,,82.14,4.761904762,4.107,6.3
0.183941155,731-81-9469,C,Naypyitaw,,Female,Sports and travel,,10,44.9,942.9,1/23/2019,13:00,Credit card,898,4.761904762,44.9,5.4
0.980315122,862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,Six,27.072,568.512,1/27/2019,11:17,Cash,541.44,4.761904762,27.072,6.2
0.846797742,386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59,Credit card,568.4,4.761904762,28.42,8.1
0.961996769,130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,Six,14.55,305.55,01-11-2019,13:57,Ewallet,291,4.761904762,14.55,9.4
0.353797067,437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,1/15/2019,13:41,Ewallet,147.04,4.761904762,7.352,4.6
0.467862899,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,03-08-2019,20:01,Credit card,375.5,4.761904762,18.775,9.3
0.557887512,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,,2.1425,44.9925,3/14/2019,15:36,Credit card,42.85,4.761904762,2.1425,9.3
0.738058824,354-25-5821,,Mandalay,Member,Female,Sports and travel,,Six,20.736,,02-08-2019,13:03,Cash,414.72,4.761904762,20.736,5.6
0.096619398,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,,7.791,163.611,2/15/2019,15:21,Cash,155.82,4.761904762,7.791,7.9
0.724606389,590-83-4591,B,Mandalay,Member,Male,Electronic accessories,,Six,26.235,550.935,2/17/2019,14:40,Credit card,524.7,4.761904762,26.235,8.8
0.004412602,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,,8,16.344,343.224,02-07-2019,14:38,Credit card,326.88,4.761904762,16.344,6.5
0.584368522,345-08-4992,A,Yangon,Normal,Male,,,Six,10.197,214.137,03-08-2019,15:37,Credit card,203.94,4.761904762,10.197,7.7
0.771117542,529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,,03-09-2019,17:03,,102.04,4.761904762,5.102,6.8
0.666319734,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,3/23/2019,13:23,Ewallet,471.73,4.761904762,23.5865,6.9
0.399995968,766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.935,922.635,3/29/2019,10:25,,878.7,4.761904762,43.935,5.1
0.810183142,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,03-05-2019,13:44,Credit card,121.2,4.761904762,6.06,8.4
0.735227612,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,03-10-2019,18:59,Credit card,172.02,4.761904762,8.601,7.9
0.796390298,500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,Six,17.187,,3/21/2019,17:04,,343.74,4.761904762,17.187,5.9
0.042347906,505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2/25/2019,14:12,,340.56,4.761904762,17.028,5.6
0.080308962,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,,3/20/2019,14:14,Cash,607.36,4.761904762,30.368,5.5
0.978474584,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,Five,24.945,523.845,03-09-2019,19:09,Cash,498.9,4.761904762,24.945,5.4
0.987522973,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2/16/2019,18:04,Credit card,240.72,4.761904762,12.036,9.4
0.150256568,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,,1,1.7945,37.6845,2/23/2019,16:52,Credit card,35.89,4.761904762,1.7945,7.9
0.636881293,540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,01-11-2019,16:49,Credit card,224.46,4.761904762,11.223,5.6
0.285455388,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.761904762,6.524,9
0.325258285,834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,01-06-2019,12:12,Cash,326.72,4.761904762,16.336,9.1
0.145431285,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,Five,13.715,288.015,3/29/2019,16:48,Ewallet,274.3,4.761904762,13.715,9.8
0.009108804,286-75-7818,,Mandalay,Normal,Male,Fashion accessories,,2,6.908,145.068,1/31/2019,19:48,Credit card,138.16,4.761904762,6.908,6.9
0.045986016,645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,4.761904762,9.314,4.1
0.354951433,815-04-6282,,Naypyitaw,Member,Female,Sports and travel,64.97,Five,16.2425,341.0925,02-08-2019,12:52,Credit card,324.85,4.761904762,16.2425,6.5
0.002893962,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,,Six,7.038,147.798,1/13/2019,19:14,Ewallet,140.76,4.761904762,7.038,6.4
0.24684064,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,,7,30.0545,,2/27/2019,19:01,Credit card,1601.09,4.761904762,30.0545,8
0.713720382,478-06-7835,A,Yangon,,Male,Fashion accessories,89.69,,4.4845,94.1745,01-11-2019,11:20,Ewallet,89.69,4.761904762,4.4845,4.9
0.625740482,338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,,10,34.3,720.3,02-05-2019,19:57,,686,4.761904762,34.3,9.1
0.544445963,174-64-0215,,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,03-05-2019,17:49,Credit card,697.4,4.761904762,34.87,8.9
0.254843601,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,Five,20.915,439.215,2/21/2019,10:26,Cash,418.3,4.761904762,20.915,7.2
0.289557669,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,,01-05-2019,20:40,Credit card,71.2,4.761904762,3.56,9.2
0.473440109,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.761904762,9.32,6
0.12740691,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,,3/28/2019,15:30,,215.04,4.761904762,10.752,9.2
0.973664662,781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,1/18/2019,16:23,Ewallet,425.18,4.761904762,21.259,5
0.553741194,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,Six,14.313,300.573,2/16/2019,14:19,Ewallet,286.26,4.761904762,14.313,4.4
0.422755794,608-96-3517,B,Mandalay,Member,Female,Fashion accessories,,4,18.308,384.468,3/23/2019,19:20,Credit card,366.16,4.761904762,18.308,4.8
0.838260743,327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,Six,21.78,457.38,1/13/2019,19:51,,435.6,4.761904762,21.78,6.9
0.984624317,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,02-12-2019,19:43,Cash,39.48,4.761904762,1.974,6.5
0.878763022,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,,3/29/2019,14:44,Cash,115.36,4.761904762,5.768,6.4
0.008356056,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,3/27/2019,16:30,Ewallet,159.08,4.761904762,7.954,6.2
0.688072299,504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,01-02-2019,16:57,Cash,42.47,4.761904762,2.1235,5.7
0.208115207,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2/24/2019,19:57,,167.54,4.761904762,8.377,4.6
0.180465111,510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,03-05-2019,18:17,Ewallet,145.56,4.761904762,7.278,4
0.623262101,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,02-08-2019,10:53,Cash,185.88,4.761904762,9.294,7
0.046561318,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,1/25/2019,14:19,,159.9,4.761904762,7.995,7.5
0.022897275,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,4.761904762,8.814,8.4
0.568688599,882-40-4577,A,Yangon,,Male,Sports and travel,,4,13.452,282.492,1/19/2019,15:28,Credit card,269.04,4.761904762,13.452,8
0.898462377,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9
0.973577272,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,,Five,16.8175,353.1675,2/27/2019,17:27,,336.35,4.761904762,16.8175,6.9
0.309306061,787-87-2010,A,Yangon,Member,Male,,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,222,4.761904762,11.1,6.6
0.612011302,166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,Six,26.718,561.078,1/18/2019,17:26,Cash,534.36,4.761904762,26.718,9.9
0.881036079,645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,548.7615,1/19/2019,20:07,Ewallet,522.63,4.761904762,26.1315,4.3
0.720290287,862-29-5914,C,Naypyitaw,,Female,Sports and travel,22.38,1,1.119,23.499,1/30/2019,17:08,Credit card,22.38,4.761904762,1.119,8.6
0.328510704,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,Five,18.6975,392.6475,01-10-2019,11:34,Cash,373.95,4.761904762,18.6975,4.9
0.81571274,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,162.74,4.761904762,8.137,6.5
0.081152425,598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,03-07-2019,16:54,Ewallet,336.28,4.761904762,16.814,4.4
0.016781187,636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,Five,8.64,181.44,2/17/2019,11:15,Ewallet,172.8,4.761904762,8.64,9.9
0.662200189,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,02-04-2019,13:21,,699.12,4.761904762,34.956,9.8
0.514788072,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,Five,11.79,247.59,02-03-2019,14:35,Credit card,235.8,4.761904762,11.79,6
0.402823872,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,135,4.761904762,6.75,4.8
0.176593481,345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.028,01-02-2019,16:19,Credit card,253.36,4.761904762,12.668,5.6
0.26031319,569-71-4390,,Mandalay,Normal,Male,Sports and travel,,2,2.187,45.927,1/25/2019,14:29,Ewallet,43.74,4.761904762,2.187,6.9
0.997445227,630-74-5166,A,Yangon,,Male,Sports and travel,62.13,Six,18.639,391.419,3/22/2019,20:19,Cash,372.78,4.761904762,18.639,7.4
0.564152588,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,03-09-2019,12:37,Ewallet,121.74,4.761904762,6.087,8.7
0.79784753,199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,7.905,,03-06-2019,12:27,Credit card,158.1,4.761904762,7.905,8.6
0.83621488,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,,7,22.8585,480.0285,03-05-2019,18:02,Credit card,457.17,4.761904762,22.8585,4.2
0.143509698,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,Five,22.37,469.77,3/30/2019,10:18,Cash,447.4,4.761904762,22.37,7.4
0.241166593,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,,2,1.439,30.219,03-02-2019,19:44,Credit card,28.78,4.761904762,1.439,7.2
0.980925984,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,Five,23.09,484.89,3/20/2019,19:17,Ewallet,461.8,4.761904762,23.09,4.9
0.331874653,268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,03-09-2019,14:57,Ewallet,451.76,4.761904762,22.588,7.3
0.484402324,853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,,2/14/2019,14:35,Cash,302.96,4.761904762,15.148,7.6
0.741831559,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,1/27/2019,10:44,Credit card,490.1,4.761904762,24.505,4.2
0.817573064,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9
0.761920057,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
0.775836409,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2/24/2019,14:26,Ewallet,211.44,4.761904762,10.572,8.9
0.616511238,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.761904762,2.4305,4.4
0.476178487,135-13-8269,B,Mandalay,,Female,Food and beverages,78.88,2,7.888,,1/26/2019,16:04,Cash,157.76,4.761904762,7.888,9.1
0.046506188,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,03-04-2019,10:05,Cash,206.13,4.761904762,10.3065,8.7
0.357696784,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,,36.008,756.168,3/21/2019,16:08,Credit card,720.16,4.761904762,36.008,4.5
0.875092641,163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,19:20,Cash,48.71,4.761904762,2.4355,4.1
0.789717267,241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,01-08-2019,12:58,Credit card,98.2,4.761904762,4.91,6.4
0.014320249,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,Five,10.7275,225.2775,01-05-2019,17:29,,214.55,4.761904762,10.7275,6.1
0.895804238,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,266.7,4.761904762,13.335,8.6
0.814564921,885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,02-12-2019,17:49,,52.35,4.761904762,2.6175,4
0.864722923,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,461.88,4.761904762,23.094,5.6
0.610336326,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7
0.235001551,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,01-07-2019,11:44,Credit card,193.86,4.761904762,9.693,8.8
